name,price,rating,url
Dark Chocolate Salted Caramel Selector,5.8500000000000005,93,https://hotelchocolat.com/uk/dark-salted-caramel-chocolates.html
Strawberry and White Chocolate Selector,5.8500000000000005,94,https://hotelchocolat.com/uk/strawberry-chocolate.html
Milk & Cookies Slab,5.8500000000000005,95,https://hotelchocolat.com/uk/caramel-cookies-chocolate-bar.html
R&V Colombia Almond Praline Selector,5.8500000000000005,0,https://hotelchocolat.com/uk/colombia-almond-praline.html
Salted Caramel Cacao Vodka 50ml,5.8500000000000005,96,https://hotelchocolat.com/uk/salted-caramel-cocoa-vodka-50ml.html
Blackcurrant Selector,5.8500000000000005,87,https://hotelchocolat.com/uk/blackcurrant-chocolates.html
R&V Honduras Pistachio Praline Selector,5.8500000000000005,60,https://hotelchocolat.com/uk/honduras-pistachio-praline.html
Cacao Gin 200ml,20.8,95,https://hotelchocolat.com/uk/cocoa-gin-small.html
Lemon Selector,5.8500000000000005,86,https://hotelchocolat.com/uk/lemon-truffle-chocolate.html
70% Dark Chocolate Macarons,11.700000000000001,100,https://hotelchocolat.com/uk/dark-macarons.html
Dark Chocolate Ginger Truffles Selector,5.8500000000000005,84,https://hotelchocolat.com/uk/dark-ginger-truffles-selector.html
Classic Champagne Truffle Tin ,13.0,86,https://hotelchocolat.com/uk/classic-tin.html
Pecan Danish Selector,5.8500000000000005,80,https://hotelchocolat.com/uk/pecan-danish-selector.html
Simple Milk Chocolate Truffles Selector,5.8500000000000005,90,https://hotelchocolat.com/uk/simple-milk-chocolate-truffles-selector.html
Lime Chocolate Truffles Selector,5.8500000000000005,86,https://hotelchocolat.com/uk/lime-truffles-chocolate.html
Sour Cherry Chocolate Selector,5.8500000000000005,93,https://hotelchocolat.com/uk/sour-cherry-chocolate.html
Orange Macarons,11.700000000000001,90,https://hotelchocolat.com/uk/chocolate-orange-macarons.html
Whisky Truffles Selector,5.8500000000000005,89,https://hotelchocolat.com/uk/whiskey-chocolate-truffles.html
Mango and Passion Fruit Gin Liqueur 50ml,5.8500000000000005,0,https://hotelchocolat.com/uk/mango-and-passionfruit-gin-50ml.html
Banana Smoothie Selector,5.8500000000000005,84,https://hotelchocolat.com/uk/banana-smoothie-selector.html
Chocolate Cognac Truffles Selector,5.8500000000000005,91,https://hotelchocolat.com/uk/cognac-chocolate-truffles.html
Cacao Gin 50ml,5.8500000000000005,83,https://hotelchocolat.com/uk/cocoa-gin-small-50ml.html
Supermilk Caesar Selector,5.8500000000000005,91,https://hotelchocolat.com/uk/supermilk-pralines.html
Bag for Life – Rabot Estate,10.4,80,https://hotelchocolat.com/uk/rabot-bag-for-life.html
Cherry and Raspberry Gin Liqueur 50ml,5.8500000000000005,100,https://hotelchocolat.com/uk/cherry-and-raspberry-gin-50ml.html
Bag for Life – The Pod,10.4,0,https://hotelchocolat.com/uk/pod-bag-for-life.html
Neapolitan Macarons,11.700000000000001,83,https://hotelchocolat.com/uk/neapolitan-macarons.html
The Velvetiser Gift Card,142.935,0,https://hotelchocolat.com/uk/velvetiser-gift-card.html
Bag for Life – Turquoise Piton,10.4,0,https://hotelchocolat.com/uk/piton-bag-for-life.html
Bag for Life – Pod Anatomy,10.4,0,https://hotelchocolat.com/uk/anatomy-bag-for-life.html
Bag for Life - Piton,10.4,0,https://hotelchocolat.com/uk/piton-plain-bag-for-life.html
Vanilla Macarons,11.700000000000001,88,https://hotelchocolat.com/uk/white-vanilla-macaron.html
The Meaning of Chocolate,9.035,100,https://hotelchocolat.com/uk/meaning-of-chocolate-book.html
Bag for Life – More Cocoa,10.4,100,https://hotelchocolat.com/uk/more-cocoa-bag-for-life.html
Grey More Cocoa Less Sugar Bag,10.4,0,https://hotelchocolat.com/uk/grey-more-cocoa-less-sugar-bag.html
Plain Chocolate Factory Bag,10.4,0,https://hotelchocolat.com/uk/plain-chocolate-factory-bag.html
White Pod Bag,10.4,0,https://hotelchocolat.com/uk/white-pod-bag.html
Raspberry Macarons,11.700000000000001,85,https://hotelchocolat.com/uk/chocolate-raspberry-macarons.html
Mellow Curated Collection,33.15,50,https://hotelchocolat.com/uk/mellow-subscription.html
Everything Curated Collection,33.15,0,https://hotelchocolat.com/uk/everything-subscription.html
High Cocoa Curated Collection,33.15,0,https://hotelchocolat.com/uk/high-cocoa-subscription.html
Tipsy Curated Collection,33.15,0,https://hotelchocolat.com/uk/fortified-subscription.html
